Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Target,Type Reclassify,Partition
298.100,307.700,1435,40.900,147,0,"2","1_Training"
298.100,307.600,2066,19.200,150,0,"2","1_Training"
298.100,307.500,1493,43.700,153,0,"1","1_Training"
298.100,307.600,1354,43.300,155,0,"1","1_Training"
298.100,307.600,1488,39.400,157,0,"1","1_Training"
298.100,307.700,1414,48.700,159,0,"1","1_Training"
298.100,307.500,1391,57.400,161,0,"1","2_Testing"
298.000,307.500,1784,27.800,163,0,"2","2_Testing"
297.800,307.300,1516,40.100,166,0,"3","2_Testing"
297.900,307.300,1420,47.800,171,0,"2","1_Training"
297.800,307.200,1351,56.300,174,0,"1","1_Training"
297.800,307.200,1880,23.000,176,0,"1","2_Testing"
297.800,307.300,1859,24.000,178,0,"1","1_Training"
297.800,307.300,1315,54.000,180,0,"2","2_Testing"
297.800,307.400,1330,51.700,183,0,"2","2_Testing"
297.800,307.200,1498,38.100,188,0,"1","2_Testing"
297.800,307.300,1555,35.800,190,0,"3","1_Training"
297.700,307.200,1518,35.800,195,0,"1","1_Training"
297.700,307.200,1392,43.000,197,0,"1","2_Testing"
297.800,307.200,1456,39.600,199,0,"2","1_Training"
297.700,307.100,1715,30.200,0,0,"1","2_Testing"
297.700,307.200,1405,43.700,2,0,"2","2_Testing"
297.700,307.200,1668,37.800,5,0,"1","1_Training"
297.700,307.100,1855,22.500,7,0,"3","1_Training"
297.600,307.100,1496,39.200,12,0,"1","2_Testing"
297.600,307.100,1471,44.900,14,0,"2","1_Training"
297.700,307.200,1444,40.000,17,0,"1","1_Training"
297.700,307.300,1514,38.600,19,0,"3","1_Training"
297.800,307.300,1412,50.700,24,0,"1","1_Training"
297.700,307.200,1429,44.100,26,0,"3","1_Training"
297.700,307.200,1668,32.700,31,0,"1","1_Training"
297.700,307.200,1372,52.800,33,0,"2","2_Testing"
297.700,307.300,1365,49.200,36,0,"2","2_Testing"
297.600,307.100,1526,39.100,39,0,"2","1_Training"
297.600,307.200,1486,40.600,42,0,"1","1_Training"
297.600,307.200,1470,42.600,44,0,"2","1_Training"
297.700,307.300,1249,62.800,47,0,"3","1_Training"
297.800,307.400,1752,26.100,52,0,"2","1_Training"
297.700,307.400,1643,36.500,55,0,"1","2_Testing"
297.800,307.400,1488,36.100,57,0,"2","2_Testing"
297.800,307.400,1355,45.800,60,0,"1","2_Testing"
297.800,307.600,1607,30.300,62,0,"1","2_Testing"
297.900,307.600,1609,30.300,64,0,"2","1_Training"
297.900,307.700,1517,44.400,67,0,"1","1_Training"
297.900,307.700,1517,39.500,69,0,"2","1_Training"
297.900,307.700,1546,37.600,72,0,"1","1_Training"
297.900,307.700,1567,34.700,74,0,"1","2_Testing"
298.100,307.900,1662,28.900,76,0,"2","1_Training"
298.100,307.900,1502,41.800,79,0,"1","2_Testing"
298.300,308.000,1361,56.900,81,0,"1","1_Training"
298.300,308.100,1630,32.700,83,0,"2","2_Testing"
298.300,308.000,1486,42.300,86,0,"1","2_Testing"
298.300,308.100,1840,21.500,88,0,"1","1_Training"
298.300,308.100,1326,58.400,90,0,"1","2_Testing"
298.400,308.100,1367,57.800,92,0,"1","1_Training"
298.400,308.100,1598,32.700,94,0,"1","1_Training"
298.300,308.000,1363,50.100,96,0,"1","2_Testing"
298.300,308.000,1242,62.000,98,0,"1","2_Testing"
298.200,307.800,1566,33.800,100,0,"2","2_Testing"
298.100,307.700,1424,47.700,103,0,"2","1_Training"
298.200,307.700,1608,33.800,106,0,"2","1_Training"
298.100,307.700,1705,29.100,109,0,"1","1_Training"
298.000,307.600,1548,45.800,111,0,"1","1_Training"
298.000,307.600,1581,43.400,113,0,"2","1_Training"
298.000,307.600,1472,46.700,116,0,"2","1_Training"
298.000,307.600,1792,26.000,119,0,"2","2_Testing"
298.000,307.600,1683,32.800,122,0,"1","2_Testing"
297.900,307.600,1503,40.700,124,0,"1","1_Training"
297.900,307.500,1642,32.400,126,0,"2","1_Training"
297.800,307.400,1902,24.300,129,0,"2","2_Testing"
297.700,307.400,1432,40.200,132,0,"3","2_Testing"
297.800,307.400,1512,40.800,137,0,"1","1_Training"
297.700,307.400,1764,29.000,139,0,"1","2_Testing"
297.800,307.400,1438,43.600,141,0,"2","1_Training"
297.800,307.500,1631,29.900,144,0,"1","2_Testing"
297.900,307.500,1880,23.300,146,0,"3","1_Training"
297.900,307.600,1344,54.300,151,0,"1","1_Training"
297.900,307.500,1574,35.800,153,0,"1","1_Training"
297.800,307.400,1418,41.200,155,0,"1","2_Testing"
297.800,307.500,1372,54.100,157,0,"1","1_Training"
297.800,307.500,1388,40.000,159,0,"1","1_Training"
297.900,307.600,1493,36.000,161,0,"3","2_Testing"
297.900,307.600,1505,40.100,166,0,"2","1_Training"
298.000,307.600,1694,29.100,169,0,"1","1_Training"
297.900,307.600,1968,20.400,171,0,"1","1_Training"
298.000,307.600,1569,35.600,173,0,"2","1_Training"
297.900,307.600,1687,29.100,176,0,"1","1_Training"
297.900,307.600,1430,52.400,178,0,"1","1_Training"
297.900,307.600,1504,42.400,180,0,"1","1_Training"
297.900,307.600,1977,20.200,182,0,"1","1_Training"
298.000,307.700,1435,45.600,184,0,"1","1_Training"
298.000,307.700,1547,36.800,186,0,"3","1_Training"
298.100,307.800,1316,57.200,191,0,"2","1_Training"
298.000,307.700,1621,34.900,194,0,"2","2_Testing"
298.000,307.800,1492,40.200,197,0,"2","1_Training"
298.000,307.700,1643,32.300,200,0,"1","2_Testing"
298.000,307.700,1492,38.700,202,0,"1","1_Training"
298.000,307.700,1387,50.800,204,0,"1","1_Training"
298.100,307.900,1463,47.300,206,0,"2","1_Training"
298.100,307.900,1496,40.000,0,0,"2","1_Training"
298.200,308.000,1658,30.000,3,0,"1","2_Testing"
298.100,307.900,2161,17.500,5,0,"1","1_Training"
298.100,307.900,1665,32.000,7,0,"1","2_Testing"
298.000,307.800,1716,26.600,9,0,"1","2_Testing"
298.000,307.700,1529,34.100,11,0,"1","2_Testing"
297.900,307.700,1353,50.700,13,0,"1","1_Training"
297.900,307.700,1537,37.700,15,0,"1","2_Testing"
298.000,307.700,1606,30.800,17,0,"1","1_Training"
298.000,307.800,1314,47.800,19,0,"3","1_Training"
298.000,307.800,1623,29.900,24,0,"1","1_Training"
298.000,307.800,1483,50.900,26,0,"2","2_Testing"
298.100,307.900,1569,37.000,29,0,"2","1_Training"
298.200,308.000,1969,21.700,32,0,"2","1_Training"
298.100,308.000,1686,29.300,35,0,"2","1_Training"
298.100,308.000,1638,35.100,38,0,"1","1_Training"
298.100,307.900,1698,33.300,40,0,"1","1_Training"
298.100,307.900,1377,55.100,42,0,"2","1_Training"
298.100,308.000,2129,18.400,45,0,"2","1_Training"
298.200,308.000,1411,42.400,48,0,"1","2_Testing"
298.100,307.900,1517,40.800,50,0,"1","2_Testing"
298.100,307.900,1303,53.900,52,0,"2","1_Training"
298.100,307.900,1578,35.600,55,0,"1","1_Training"
298.100,307.900,1425,58.200,57,0,"1","1_Training"
298.100,308.000,1456,42.400,59,0,"1","1_Training"
298.100,308.000,1704,30.900,61,0,"1","1_Training"
298.100,308.100,1791,27.300,63,0,"1","2_Testing"
298.100,308.100,1616,32.800,65,0,"1","1_Training"
298.200,308.100,1622,34.900,67,0,"1","2_Testing"
298.200,308.100,1462,49.900,69,0,"1","1_Training"
298.100,308.100,1410,45.800,71,0,"1","1_Training"
298.100,308.000,1543,41.900,73,0,"2","1_Training"
298.000,307.900,1479,47.600,76,0,"2","2_Testing"
298.000,307.800,1839,22.700,79,0,"1","1_Training"
298.000,307.800,1266,60.500,81,0,"1","2_Testing"
297.900,307.700,1593,34.900,83,0,"1","1_Training"
297.900,307.800,1459,46.900,85,0,"1","1_Training"
297.900,307.700,1308,55.200,87,0,"1","1_Training"
297.900,307.700,1364,46.800,89,0,"2","1_Training"
297.900,307.700,1618,35.900,92,0,"3","2_Testing"
297.900,307.700,1464,43.200,97,0,"3","1_Training"
297.800,307.600,1352,49.400,102,0,"2","1_Training"
297.800,307.600,1446,51.400,105,0,"1","2_Testing"
297.800,307.500,1448,51.200,107,0,"1","1_Training"
297.800,307.500,1391,48.600,109,0,"1","1_Training"
297.700,307.500,1379,43.300,111,0,"1","2_Testing"
297.800,307.500,1405,46.900,113,0,"2","2_Testing"
297.800,307.500,1581,33.100,116,0,"1","1_Training"
297.900,307.600,1515,40.500,118,0,"1","1_Training"
297.900,307.600,1589,37.800,120,0,"1","1_Training"
298.000,307.600,1281,50.800,122,0,"1","1_Training"
297.800,307.500,1631,31.300,124,0,"3","2_Testing"
297.900,307.600,1202,67.000,129,0,"2","1_Training"
297.900,307.600,1298,52.700,132,0,"1","1_Training"
297.900,307.600,1612,30.700,134,0,"1","1_Training"
297.900,307.600,1747,25.300,136,0,"1","1_Training"
298.000,307.600,1450,48.700,138,0,"1","2_Testing"
298.000,307.700,1422,45.600,140,0,"1","2_Testing"
298.100,307.700,1419,47.400,142,0,"2","1_Training"
298.100,307.700,1633,30.700,145,0,"2","2_Testing"
298.000,307.700,1442,43.600,148,0,"1","2_Testing"
298.000,307.600,1420,45.800,150,0,"3","1_Training"
298.000,307.600,1301,58.500,155,0,"2","1_Training"
298.000,307.600,1385,45.000,158,0,"1","1_Training"
298.000,307.700,1487,41.300,160,0,"2","1_Training"
298.000,307.600,1459,44.400,163,0,"2","1_Training"
298.000,307.500,1387,45.500,166,0,"2","1_Training"
298.100,307.700,1537,40.800,169,0,"1","1_Training"
298.100,307.600,1498,42.900,171,0,"1","1_Training"
298.200,307.800,1599,31.200,173,0,"2","2_Testing"
298.300,307.900,1420,39.200,176,0,"3","1_Training"
298.200,307.900,1785,23.400,181,0,"1","1_Training"
298.200,307.800,1423,48.100,183,0,"1","1_Training"
298.200,307.800,1583,36.600,185,0,"2","1_Training"
298.200,307.800,1375,46.600,188,0,"1","1_Training"
298.300,308.000,1463,42.500,190,0,"2","1_Training"
298.200,307.900,1403,45.100,193,0,"2","1_Training"
298.300,308.000,1451,47.100,196,0,"1","1_Training"
298.300,308.100,1672,41.300,0,0,"1","1_Training"
298.300,308.000,1637,30.800,2,0,"3","1_Training"
298.400,308.000,1540,37.800,7,0,"1","1_Training"
298.400,308.100,1279,53.100,9,0,"1","1_Training"
298.400,308.200,1604,34.900,11,0,"1","1_Training"
298.500,308.200,1654,27.100,13,0,"1","1_Training"
298.500,308.200,1564,37.500,15,0,"2","1_Training"
298.500,308.200,1451,47.500,18,0,"1","1_Training"
298.500,308.300,1504,38.000,20,0,"1","2_Testing"
298.500,308.300,1381,50.500,22,0,"2","1_Training"
298.600,308.400,1562,34.400,25,0,"1","1_Training"
298.500,308.300,1811,24.700,27,0,"1","2_Testing"
298.600,308.300,1717,28.700,29,0,"2","2_Testing"
298.600,308.300,1278,60.500,32,0,"1","2_Testing"
298.700,308.500,1616,30.200,34,0,"1","1_Training"
298.600,308.400,1397,46.400,36,0,"1","2_Testing"
298.600,308.400,1485,42.900,38,0,"1","2_Testing"
298.600,308.400,1310,59.700,40,0,"1","2_Testing"
298.500,308.300,1458,44.000,44,0,"1","1_Training"
298.700,308.500,1483,42.500,46,0,"1","1_Training"
298.700,308.500,1375,46.400,48,0,"1","1_Training"
298.700,308.500,1660,27.000,50,0,"2","1_Training"
298.700,308.400,1560,33.300,53,0,"3","1_Training"
298.700,308.500,1480,42.200,58,0,"1","1_Training"
298.700,308.400,1373,46.900,60,0,"1","1_Training"
298.700,308.500,1444,54.200,62,0,"1","2_Testing"
298.700,308.600,1722,24.700,64,0,"2","2_Testing"
298.700,308.500,1469,39.900,67,0,"1","1_Training"
298.700,308.500,1360,52.900,69,0,"2","1_Training"
298.700,308.400,1750,25.800,72,0,"1","2_Testing"
298.700,308.300,1349,46.600,74,0,"2","1_Training"
298.700,308.500,1668,35.200,77,0,"1","1_Training"
298.900,308.600,1400,49.500,79,0,"1","1_Training"
298.800,308.600,1331,62.800,81,0,"1","1_Training"
298.800,308.500,1444,42.200,83,0,"1","2_Testing"
298.800,308.500,1359,47.600,85,0,"3","2_Testing"
298.800,308.500,1425,47.400,90,0,"2","1_Training"
298.900,308.600,1469,34.200,93,0,"2","2_Testing"
299.000,308.700,1892,22.800,96,0,"1","1_Training"
299.000,308.700,1940,19.900,98,0,"3","1_Training"
299.000,308.800,1405,55.200,103,0,"1","1_Training"
299.000,308.900,1449,39.600,105,0,"2","1_Training"
299.100,308.900,1686,29.600,108,0,"1","1_Training"
299.100,308.900,1680,27.200,110,0,"1","1_Training"
299.100,308.900,1397,52.400,112,0,"2","1_Training"
299.200,309.000,1597,30.300,115,0,"2","2_Testing"
299.300,309.100,1470,41.100,118,0,"1","2_Testing"
299.300,309.100,1703,31.300,120,0,"2","1_Training"
299.300,309.100,1388,45.500,123,0,"1","1_Training"
299.300,309.200,1775,24.200,125,0,"1","2_Testing"
299.300,309.200,1465,41.500,127,0,"1","1_Training"
299.300,309.200,1586,37.900,129,0,"2","2_Testing"
299.500,309.300,1675,29.200,132,0,"2","2_Testing"
299.400,309.200,1470,44.400,135,0,"2","1_Training"
299.500,309.300,1477,40.400,138,0,"1","1_Training"
299.500,309.300,1382,61.000,140,0,"1","2_Testing"
299.600,309.400,1605,29.800,142,0,"2","1_Training"
299.600,309.400,1643,32.900,145,0,"1","2_Testing"
299.500,309.300,1333,54.100,147,0,"1","1_Training"
299.500,309.300,1520,42.300,149,0,"1","1_Training"
299.500,309.300,1902,24.000,151,0,"2","1_Training"
299.500,309.400,1386,44.400,154,0,"3","2_Testing"
299.600,309.500,1803,27.700,159,0,"1","1_Training"
299.700,309.600,1359,50.700,161,0,"1","1_Training"
299.700,309.600,1477,42.700,163,0,"2","1_Training"
299.700,309.600,1321,53.400,166,0,"1","1_Training"
299.600,309.500,1453,41.400,168,0,"1","2_Testing"
299.700,309.600,1419,45.100,170,0,"1","2_Testing"
299.700,309.600,1512,36.200,172,0,"1","2_Testing"
299.700,309.600,1553,36.800,174,0,"1","1_Training"
299.700,309.600,1534,39.100,176,0,"2","1_Training"
299.700,309.600,1553,41.000,179,0,"3","1_Training"
299.700,309.500,1352,49.700,184,0,"1","1_Training"
299.700,309.600,1313,60.000,186,0,"2","2_Testing"
299.600,309.400,1677,31.100,191,0,"1","1_Training"
299.500,309.400,1602,31.500,193,0,"1","1_Training"
299.400,309.300,1544,36.000,197,0,"1","1_Training"
299.400,309.400,1701,31.200,199,0,"1","1_Training"
299.400,309.300,1692,28.400,201,0,"2","2_Testing"
299.300,309.300,1523,37.900,204,0,"2","2_Testing"
299.300,309.200,2280,15.400,207,0,"1","1_Training"
299.400,309.300,1485,47.100,209,0,"2","1_Training"
299.400,309.200,1513,36.100,212,0,"3","1_Training"
299.400,309.300,1743,28.200,0,0,"3","1_Training"
299.500,309.300,1442,46.200,5,0,"1","2_Testing"
299.500,309.300,1462,46.700,7,0,"1","2_Testing"
299.400,309.300,1439,49.700,9,0,"3","1_Training"
299.500,309.300,1577,36.600,14,0,"1","1_Training"
299.600,309.400,1331,46.400,16,0,"1","2_Testing"
299.500,309.300,1941,22.500,18,0,"1","1_Training"
299.500,309.200,1393,47.300,20,0,"1","1_Training"
299.400,309.200,1433,42.100,22,0,"1","1_Training"
299.400,309.200,1444,48.200,24,0,"1","1_Training"
299.400,309.200,1564,39.000,26,0,"1","1_Training"
299.400,309.300,1377,43.600,28,0,"1","2_Testing"
299.400,309.300,1525,41.500,30,0,"1","2_Testing"
299.500,309.400,1387,56.200,32,0,"2","2_Testing"
299.400,309.400,1326,47.500,35,0,"2","2_Testing"
299.400,309.300,1401,59.000,38,0,"1","1_Training"
299.400,309.300,1596,31.800,40,0,"1","1_Training"
299.300,309.300,1471,46.000,42,0,"2","2_Testing"
299.300,309.300,1528,37.800,45,0,"1","1_Training"
299.300,309.300,1325,62.000,47,0,"1","1_Training"
299.300,309.100,1376,46.700,49,0,"2","2_Testing"
299.300,309.100,1600,35.300,52,0,"2","1_Training"
299.300,309.100,1495,44.000,55,0,"1","2_Testing"
299.400,309.100,1645,28.600,57,0,"1","1_Training"
299.400,309.100,1417,47.300,59,0,"2","2_Testing"
299.400,309.000,1415,51.700,62,0,"3","2_Testing"
299.300,309.000,1496,43.400,67,0,"2","1_Training"
299.300,309.000,1508,35.000,70,0,"3","2_Testing"
299.400,309.000,1436,47.900,75,0,"1","2_Testing"
299.500,309.100,1852,22.600,77,0,"1","1_Training"
299.500,309.100,1863,22.500,79,0,"1","1_Training"
299.400,309.100,1373,44.100,81,0,"3","2_Testing"
299.400,309.000,1404,47.300,86,0,"1","2_Testing"
299.400,309.000,1381,44.900,88,0,"2","2_Testing"
299.400,308.900,1762,29.300,91,0,"3","2_Testing"
299.300,308.900,1429,43.000,96,0,"3","1_Training"
299.300,308.900,1858,24.700,101,0,"2","1_Training"
299.200,308.800,1908,21.300,104,0,"3","1_Training"
299.200,308.800,1503,37.400,109,0,"2","1_Training"
299.200,308.800,1523,38.900,112,0,"2","1_Training"
299.300,309.000,1491,38.400,115,0,"1","1_Training"
299.200,308.900,1430,39.100,117,0,"1","2_Testing"
299.300,309.000,1449,46.500,121,0,"1","2_Testing"
299.300,309.000,1425,40.600,123,0,"3","2_Testing"
299.400,309.000,1800,24.300,128,0,"1","2_Testing"
299.400,309.000,1607,33.700,130,0,"3","1_Training"
299.400,309.000,1391,58.200,135,0,"1","1_Training"
299.400,309.100,1432,45.400,137,0,"1","1_Training"
299.400,309.000,1660,28.400,139,0,"1","1_Training"
299.300,309.000,1732,29.700,141,0,"3","2_Testing"
299.300,309.000,1473,46.300,146,0,"1","2_Testing"
299.300,309.000,1511,47.800,148,0,"1","1_Training"
299.200,308.900,1588,41.500,150,0,"1","1_Training"
299.300,308.900,1623,31.100,152,0,"1","1_Training"
299.300,309.000,1734,30.600,154,0,"1","2_Testing"
299.300,309.000,1415,47.600,156,0,"1","1_Training"
299.300,309.000,1419,46.600,158,0,"1","1_Training"
299.300,308.900,1577,34.900,160,0,"2","2_Testing"
299.300,308.900,1376,60.300,163,0,"1","1_Training"
299.300,308.800,1442,49.000,165,0,"2","1_Training"
299.400,308.900,1451,40.500,168,0,"1","1_Training"
299.300,308.800,1550,45.800,170,0,"1","1_Training"
299.300,308.800,1647,32.900,172,0,"1","1_Training"
299.400,308.900,1550,33.700,174,0,"1","1_Training"
299.400,308.900,1583,34.100,176,0,"1","1_Training"
299.400,309.000,1613,32.200,178,0,"1","2_Testing"
299.300,308.800,1636,35.500,180,0,"3","1_Training"
299.300,308.700,1289,51.500,185,0,"2","1_Training"
299.300,308.800,1648,28.400,188,0,"2","1_Training"
299.300,308.800,1397,45.400,191,0,"3","1_Training"
299.300,308.900,1767,24.800,196,0,"2","1_Training"
299.300,308.800,1341,47.700,199,0,"1","1_Training"
299.400,308.900,1457,41.500,201,0,"2","1_Training"
299.400,309.000,1939,19.800,204,0,"2","1_Training"
299.500,309.000,1399,49.700,207,0,"2","1_Training"
299.500,309.000,1602,31.300,210,0,"2","2_Testing"
299.400,309.000,1507,41.000,213,0,"1","1_Training"
299.400,309.100,1464,40.500,215,0,"1","2_Testing"
299.500,309.100,1336,42.100,217,0,"1","2_Testing"
299.600,309.200,1422,39.800,219,0,"1","1_Training"
299.600,309.200,1540,36.700,221,0,"1","2_Testing"
299.500,309.100,1476,47.800,223,0,"1","2_Testing"
299.600,309.100,1588,41.300,0,0,"3","2_Testing"
299.500,309.100,1420,49.500,5,0,"2","2_Testing"
299.500,309.100,1415,49.200,8,0,"1","1_Training"
299.400,309.100,1500,43.300,10,0,"2","2_Testing"
299.500,309.100,1502,44.600,13,0,"1","1_Training"
299.500,309.200,1816,23.000,15,0,"1","2_Testing"
299.500,309.200,1495,41.600,17,0,"2","2_Testing"
299.600,309.200,1572,33.400,20,0,"1","1_Training"
299.500,309.200,1590,35.900,22,0,"2","1_Training"
299.600,309.300,1387,48.300,25,0,"2","1_Training"
299.600,309.200,1393,47.700,28,0,"2","1_Training"
299.600,309.200,1602,37.300,31,0,"1","1_Training"
299.600,309.200,1601,33.300,33,0,"1","2_Testing"
299.600,309.200,1597,36.300,35,0,"3","1_Training"
299.500,309.100,1548,44.300,40,0,"3","2_Testing"
299.500,309.200,1314,61.800,45,0,"2","1_Training"
299.600,309.300,1577,39.800,48,0,"2","1_Training"
299.800,309.400,1475,43.400,51,0,"1","1_Training"
299.800,309.400,1630,32.400,53,0,"1","1_Training"
299.700,309.400,1445,42.900,55,0,"1","1_Training"
299.800,309.400,1439,47.400,57,0,"2","2_Testing"
299.700,309.300,1420,44.100,60,0,"1","1_Training"
299.700,309.200,1554,41.600,62,0,"3","1_Training"
299.600,309.100,1471,44.300,67,0,"2","1_Training"
299.600,309.000,1648,33.600,70,0,"1","1_Training"
299.600,309.000,1472,48.800,72,0,"1","1_Training"
299.500,308.900,1448,42.900,74,0,"2","1_Training"
299.600,308.900,1568,35.300,77,0,"2","1_Training"
299.600,308.900,1613,30.800,80,0,"1","1_Training"
299.700,308.900,1551,35.400,82,0,"2","1_Training"
299.700,309.000,1412,49.200,85,0,"1","2_Testing"
299.700,308.900,1478,41.000,87,0,"2","1_Training"
299.800,309.100,1268,58.000,90,0,"2","1_Training"
299.800,309.100,1546,35.600,93,0,"1","1_Training"
299.800,309.000,1567,36.100,95,0,"1","2_Testing"
299.900,309.200,1548,35.700,97,0,"2","1_Training"
299.800,309.000,1614,30.800,100,0,"1","1_Training"
299.700,309.100,1352,46.100,102,0,"2","1_Training"
299.900,309.200,1624,34.600,105,0,"1","1_Training"
299.900,309.200,1436,52.000,107,0,"1","1_Training"
299.800,309.200,1591,37.500,109,0,"1","2_Testing"
299.800,309.200,1435,42.600,111,0,"3","1_Training"
299.800,309.300,1386,49.400,116,0,"1","1_Training"
299.700,309.200,1401,54.100,118,0,"1","1_Training"
299.600,309.000,1245,64.000,120,0,"2","1_Training"
299.700,309.100,1475,40.000,123,0,"1","2_Testing"
